year,reported_month,region_of_origin,region_of_incident,country_of_origin,total_dead_and_missing,migration_route,location_of_death,source,unsd_geographical_grouping,lat,lon,accident,asphyxiation_suffocation,dehydration_malnutrition,drowning,environmental_factors,lack_of_access_to_healthcare,murder_violence,sexual_abuse_rape,suicide,unknown,war_related
2014,4,Southern Asia,Southeast Asia,Cambodia,7,Horn Africa to Yemen,"344 Road, 39-40th km, Nong Sue Chang subdistrict, Nong Yai district, Chonburi province, Thailand","Naewna,  Post Today, Daily News, Manager Online",South-eastern Asia,13.3493133,101.0,0,0,0,0,0,0,0,0,0,0,0
2014,5,Caribbean,Caribbean,Unknown,9,Dominican Republic to Puerto Rico,"Dominican Republic, near Boca Chica and Juan Dolio",Dominican Today,Caribbean,18.3079,-70.0,0,0,0,0,0,0,0,0,0,0,0
2014,5,Southern Asia,Southeast Asia,Myanmar,1,Horn Africa to Yemen,"Petchkasem road, Tamtua subdistrict, Takua Pa district, Phang Nga province, Thailand","Sanook, Manager Online, Thairath Online",South-eastern Asia,8.855529,98.0,0,0,0,0,0,0,0,0,0,0,0
2014,6,Southern Asia,Southeast Asia,Cambodia,6,Horn Africa to Yemen,"Highway 304, Chachoengsao-Kabinburi Rd, Muangmai subdistrict, Ratchasan District, Chachoengsao Province, Thailand","Manager Online, Thairath",South-eastern Asia,13.6702361,101.0,0,0,0,0,0,0,0,0,0,0,0
2014,6,Southern Asia,Southeast Asia,Cambodia,2,Horn Africa to Yemen,"Moo 4, Nong Yai subdistrict, Nong Yai district, Chonburi province, Thailand","Kom Chad Luek, Khao Sod, Manager Online ",South-eastern Asia,13.1394249,101.0,0,0,0,0,0,0,0,0,0,0,0
2014,7,Latin America / Caribbean (P),Central America,Unknown,1,Central America to US,"Coatzacoalcos, Veracruz, Mexico",Noticias de Mexico,Central America,18.130861,-95.0,0,0,0,0,0,0,0,0,0,0,0
2014,7,Southern Asia,Southeast Asia,Indonesia,20,Horn Africa to Yemen,Off the southwest coast of Malaysia,BBC ,South-eastern Asia,6.35306,115.0,0,0,0,0,0,0,0,0,0,0,0
2014,7,Western / Southern Asia (P),South Asia,Unknown,1,Iran to Turkey,"Mountains, Iran",MHub,Southern Asia,37.414959,48.122069,0,0,0,0,0,0,0,0,0,0,0
2014,8,Latin America / Caribbean (P),Central America,Unknown,1,Central America to US,"Acatlan de Perez Figueroa, Oaxaca, Mexico",Imagen del Golfo,Central America,18.539117,-96.606006,0,0,0,0,0,0,0,0,0,0,0
2014,8,Caribbean,Caribbean,"Dominican Republic,Haiti",23,Dominican Republic to Puerto Rico,Mona passage trying to reach Puerto Rico,Dominican Today,Caribbean,18.3459,-67.8186,0,0,0,0,0,0,0,0,0,0,0
2014,8,Central America,Central America,El Salvador,64,Central America to US,Mexico (likely),Permanent Mission of el Salvador to the UN in Geneva - Felix Ulloa,Central America,19.1452,-101.074,0,0,0,0,0,0,0,0,0,0,0
2014,9,Caribbean,Central America,Cuba,2,Central America to US,"off the coast of the Yucatan, Mexico",Notitarde,Central America,21.897364,-88.384764,0,0,0,0,0,0,0,0,0,0,0
2014,9,Central America,Central America,Unknown,1,Central America to US,"Train tracks in Izúcar de Matamoros, Puebla, Mexico",La Zafra Noticias,Central America,18.600776,-98.463359,0,0,0,0,0,0,0,0,0,0,0
2014,9,Eastern Asia,Eastern Asia,China,9,Horn Africa to Yemen,Off the coast of Southern China between Zhuhai and Macao,China Central Television (eng); China News Service (eng) (ECNS) ,Eastern Asia,22.2344,114.0,0,0,0,0,0,0,0,0,0,0,0
2014,10,Latin America / Caribbean (P),Central America,Unknown,1,Central America to US,"Santa Ana, Sonora, Mexico",InfoNogales,Central America,30.5398333,-111.1196215,0,0,0,0,0,0,0,0,0,0,0
2014,10,Unknown,Southeast Asia,Unknown,4,Horn Africa to Yemen,"Thailand, north of Phuket",Phuketwan and Reuters,South-eastern Asia,9.00988,98.2892,0,0,0,0,0,0,0,0,0,0,0
2014,10,Central America,Central America,Guatemala,41,Central America to US,Various locations in Mexico,"Minitry of External Relations, Government of Guatemala",Central America,23.6345,-102.553,0,0,0,0,0,0,0,0,0,0,0
2014,12,South-eastern Asia,Southeast Asia,Unknown,750,Horn Africa to Yemen,"Departed from Arakan, Myanmar. Vast majority going towards Thailand and Malaysia, others more south in the Indian Ocean",UNHCR,South-eastern Asia,14.60759586,93.21449103,0,0,0,0,0,0,0,0,0,0,0
2015,1,Eastern Africa,Eastern Africa,Ethiopia,1,Horn Africa to Yemen,Ethiopian-Djibouti border,Mixed Migration Monitoring Mechanism Initative (4mi),Eastern Africa,11.886603,41.998129,0,0,0,0,0,0,0,0,0,0,0
2015,1,Eastern Africa,Eastern Africa,Somalia,2,Horn Africa to Yemen,"Obock, Djibouti",Mixed Migration Monitoring Mechanism Initative (4mi),Eastern Africa,11.9647465,43.288407,0,0,0,0,0,0,0,0,0,0,0
2015,1,Eastern Africa (P),Western Asia,Unknown,1,Horn Africa to Yemen,"Taizz, Yemen",IOM Yemen,Western Asia,13.5775886,44.017799,0,0,0,0,0,0,0,0,0,0,0
2015,1,Eastern Africa (P),Western Asia,Unknown,1,Horn Africa to Yemen,"Lahj, Yemen",IOM Yemen,Western Asia,13.5697,44.0146,0,0,0,0,0,0,0,0,0,0,0
2015,1,South-eastern Asia,Southeast Asia,Myanmar,3,Horn Africa to Yemen,"Island off the coast of Phang Nga, the mainland province north of Phuket.",Phuket Wan - Tourism News,South-eastern Asia,8.111574,98.448911,0,0,0,0,0,0,0,0,0,0,0
2015,1,Caribbean,Caribbean,Cuba,1,Cuba to US,"Unspecified location off the coast of Sand Quay Island, South Sound, Grand Cayman",Cayman inews and Cuban Archives,Caribbean,19.2696881,-81.392199,0,0,0,0,0,0,0,0,0,0,0
2015,1,Western Asia,Europe,Syrian Arab Republic,1,Eastern Mediterranean,Unspecified location in Greece en route to Northern Europe,Action Group for Palestinians of Syria,Southern Europe,41.1689113,21.528736,0,0,0,0,0,0,0,0,0,0,0
2015,1,Eastern Africa,Eastern Africa,Zimbabwe,2,Comoros to Mayotte,Limpopo River in Zimbabwe near border with South Africa,TNA Media,Eastern Africa,-23.6499447,30.120909,0,0,0,0,0,0,0,0,0,0,0
2015,1,South-eastern Asia,Southeast Asia,Myanmar,1,Horn Africa to Yemen,"Travelling between Phangnga to Songkhla, Thailand. Intercepted at a checkpoint in Hua Sai district in Nakhon Si Thammarat province.",Bangkok Post,South-eastern Asia,7.2502406,100.338316,0,0,0,0,0,0,0,0,0,0,0
2015,1,South-eastern Asia,Southeast Asia,Myanmar,2,Horn Africa to Yemen,"Hua Sai district in Nakhon Si Thammarat province, Thailand",Mizzima,South-eastern Asia,8.5822981,99.22492,0,0,0,0,0,0,0,0,0,0,0
2015,1,Southern Asia,Southeast Asia,Cambodia,6,Horn Africa to Yemen,"Ban Khok Sai, Moo1, Ja Nong subdistrict, Ja Na district, Song Khla province, Thailand","Post Today, Kom Chad Luek, Daily News, Nation TV",South-eastern Asia,18.0013744,101.082491,0,0,0,0,0,0,0,0,0,0,0
2015,1,Central America,Central America,Honduras,1,Central America to US,"Gregorio Mendez, Tabasco, Mexico",La 72,Central America,18.056331,-93.084468,0,0,0,0,0,0,0,0,0,0,0
2015,1,Central America,Central America,Honduras,1,Central America to US,"Near railway tracks, Villahermosa, Tabasco, Mexico",Excelsior,Central America,17.983326,-92.916667,0,0,0,0,0,0,0,0,0,0,0
2015,1,Central America,Central America,El Salvador,1,Central America to US,"Highway out of Reforma, Tabasco, Mexico",Noticieros Televisa,Central America,17.875807,-93.151203,0,0,0,0,0,0,0,0,0,0,0
2015,1,South-eastern Asia,Southeast Asia,Bangladesh,57,Afghanistan to Iran,Bay of Bengal,Xinhaunet,South-eastern Asia,17.61569445,93.010777,0,0,0,0,0,0,0,0,0,0,0
2015,1,Unknown,North Africa,Unknown,1,Central America to US,"Al Qatrun, Libya",MHub,Northern Africa,30.404114,19.565918,0,0,0,0,0,0,0,0,0,0,0
2015,2,Central America,Central America,Honduras,1,Central America to US,"La Cuchilla sector in municipality of Concepción Chiquirichapa, Quetzaltenango, Guatemala",Prensa Libre,Central America,14.633328,-92.133327,0,0,0,0,0,0,0,0,0,0,0
2015,2,Eastern Asia (P),Eastern Asia,Unknown,15,Horn Africa to Yemen,Near Macau,Jakarta Post ,Eastern Asia,22.198745,113.543873,0,0,0,0,0,0,0,0,0,0,0
2015,2,Unknown,North Africa,Unknown,5,Sahara Desert crossing,"Tajoura, Libya",MHub,Northern Africa,32.82678851,13.418913,0,0,0,0,0,0,0,0,0,0,0
2015,3,Central America,Central America,Honduras,1,Central America to US,"Chacamax River, Chiapas, Mexico",La 72,Central America,17.480292,-91.720399,0,0,0,0,0,0,0,0,0,0,0
2015,3,South America,Central America,Ecuador,1,Central America to US,"Camelinas 2309, Chapultepec Nte., 58260 Morelia, Mich., Mexico",El norte and El Diario,Central America,19.682152,-101.169727,0,0,0,0,0,0,0,0,0,0,0
2015,3,Latin America / Caribbean (P),Central America,Unknown,1,Central America to US,"in the Chacamax River in the municipality of Palenque, Chiapas, Mexico",SinEmbargo,Central America,17.4987,-91.9804,0,0,0,0,0,0,0,0,0,0,0
2015,3,Central America,Central America,Guatemala,9,Central America to US,"Bodies found in clandestine grave in the municipality of Güémez, Tamaulipas",OHCHR Mexico,Central America,23.9184477,-99.007484,0,0,0,0,0,0,0,0,0,0,0
2015,3,Latin America / Caribbean (P),Central America,"Honduras,Unknown",6,Central America to US,"Tabasco state, Mexico",South China Morning Post,Central America,17.9477122,-93.680034,0,0,0,0,0,0,0,0,0,0,0
2015,3,Caribbean,Central America,Dominican Republic,1,Central America to US,"100 meters from the road to Matehuala, Mexico",Pulso,Central America,23.692761,-100.625276,0,0,0,0,0,0,0,0,0,0,0
2015,3,Unknown,North Africa,Unknown,1,Central America to US,"Tripoli, Libya",MHub,Northern Africa,32.849232,13.1648,0,0,0,0,0,0,0,0,0,0,0
2015,3,Unknown,North Africa,Unknown,2,Central America to US,"Tripoli, Libya",MHub,Northern Africa,32.875003,13.214771,0,0,0,0,0,0,0,0,0,0,0
2015,3,South-eastern Asia,Southeast Asia,Myanmar,243,Horn Africa to Yemen,Bay of Bengal,UNHCR,South-eastern Asia,17.64473,92.46209,0,0,0,0,0,0,0,0,0,0,0
2015,3,South-eastern Asia,Southeast Asia,Myanmar,130,Horn Africa to Yemen,"Bay of Bengal - departed from Myanmar, Rakhine State",Arakan Project,South-eastern Asia,13.498141,89.487406,0,0,0,0,0,0,0,0,0,0,0
2015,4,Eastern Africa (P),Eastern Africa,Unknown,1,Horn Africa to Yemen,"In the sea, on the way to Tanzania",Mixed Migration Monitoring Mechanism Initative (4mi),Eastern Africa,-6.744507,39.314697,0,0,0,0,0,0,0,0,0,0,0
2015,4,Eastern Africa (P),Eastern Africa,Unknown,2,Sahara Desert crossing,"Maputo, Mozambique",Mixed Migration Monitoring Mechanism Initative (4mi),Eastern Africa,-25.899597,32.609314,0,0,0,0,0,0,0,0,0,0,0
2015,4,Eastern Africa (P),Eastern Africa,Unknown,4,Comoros to Mayotte,"Harare, Zimbabwe",Mixed Migration Monitoring Mechanism Initative (4mi),Eastern Africa,-17.833191,31.032288,0,0,0,0,0,0,0,0,0,0,0
2015,4,Caribbean,Caribbean,Haiti,40,Haiti to Dominican Republic,"Borgne, west of Cap-Haitien, Haiti",The Guardian,Caribbean,19.8017484,-72.286631,0,0,0,0,0,0,0,0,0,0,0
2015,4,Caribbean,Caribbean,Costa Rica,3,Cuba to US,off the coast of Bahamas,The Tico Times,Caribbean,25.14497061,-77.698404,0,0,0,0,0,0,0,0,0,0,0
2015,4,Eastern Africa (P),Eastern Africa,Unknown,1,Sahara Desert crossing,"Zambesi River, Zimbabwe, at border with South Africa",Mixed Migration Monitoring Mechanism Initative (4mi),Eastern Africa,-22.1876758,29.926539,0,0,0,0,0,0,0,0,0,0,0
2015,4,Eastern Africa (P),Eastern Africa,Unknown,1,Horn Africa to Yemen,"Between Hargeysa and Berbera, Somalia",Mixed Migration Monitoring Mechanism Initative (4mi),Eastern Africa,9.915894,44.647095,0,0,0,0,0,0,0,0,0,0,0
2015,4,Latin America / Caribbean (P),Central America,Unknown,1,Central America to US,"Rincón de Romos, Aguascalientes, Mexico",Noticiero El Circo,Central America,26.213257,-100.156984,0,0,0,0,0,0,0,0,0,0,0
2015,4,Eastern Africa (P),Eastern Africa,Unknown,1,Sahara Desert crossing,"Karora, Eritrea",Mixed Migration Monitoring Mechanism Initative (4mi),Eastern Africa,17.701111,38.369873,0,0,0,0,0,0,0,0,0,0,0
2015,4,Latin America / Caribbean (P),Central America,Unknown,1,Central America to US,"Federal highway 90, between Irapuato and Abasolo, Mexico",AM León (Mexico),Central America,20.538573,-101.455532,0,0,0,0,0,0,0,0,0,0,0
2015,4,Southern Asia,Southeast Asia,Cambodia,7,Horn Africa to Yemen,"Nong Yai district, Chonburi province, Thailand","INN, Voice Online, Post Today",South-eastern Asia,13.1285787,101.3658,0,0,0,0,0,0,0,0,0,0,0
2015,4,Unknown,North Africa,Unknown,2,Sahara Desert crossing,"Misrata, Libya",MHub,Northern Africa,32.31862536,15.161054,0,0,0,0,0,0,0,0,0,0,0
2015,5,South-eastern Asia,Southeast Asia,Myanmar,36,Horn Africa to Yemen,"Trafficking camps in Songkhla province, Thailand",The Guardian,South-eastern Asia,8.540132,98.661975,0,0,0,0,0,0,0,0,0,0,0
2015,5,South-eastern Asia,Southeast Asia,Unknown,2,Horn Africa to Yemen,"Trafficking camps in Phang Nga province, Thailand",The Guardian,South-eastern Asia,8.4501414,98.525532,0,0,0,0,0,0,0,0,0,0,0
2015,5,Latin America / Caribbean (P),Central America,Unknown,1,Central America to US,"Los Pinos, Mexicali, Mexico",El Vigia,Central America,32.650514,-115.448746,0,0,0,0,0,0,0,0,0,0,0
2015,5,Southern Asia,Europe,Afghanistan,1,English Channel to the UK,"Genas, France",Lyon Capitale,Western Europe,45.732148,4.999428,0,0,0,0,0,0,0,0,0,0,0
2015,5,South-eastern Asia,Southeast Asia,Myanmar,100,Horn Africa to Yemen,Unspecified location in the Andaman Sea,BBC,South-eastern Asia,11.2878883,95.729982,0,0,0,0,0,0,0,0,0,0,0
2015,5,Eastern Africa (P),Eastern Africa,Unknown,1,Horn Africa to Yemen,"Between Moyale, Ethiopia and Nairobi, Kenya",Mixed Migration Monitoring Mechanism Initative (4mi),Eastern Africa,1.695679,37.937683,0,0,0,0,0,0,0,0,0,0,0
2015,5,South-eastern Asia,Southeast Asia,Myanmar,10,Horn Africa to Yemen,"Unspecified location, Andaman Sea",BBC,South-eastern Asia,11.83628223,95.31373,0,0,0,0,0,0,0,0,0,0,0
2015,5,Eastern Africa (P),Eastern Africa,Unknown,1,Horn Africa to Yemen,"In back of truck, between Moyale, Ethiopia and Nairobi, Kenya",Mixed Migration Monitoring Mechanism Initative (4mi),Eastern Africa,1.860474,37.772888,0,0,0,0,0,0,0,0,0,0,0
2015,5,South-eastern Asia,Southeast Asia,Bangladesh,1,Horn Africa to Yemen,"Indonesia, Cut Meutia Hospital",IOM SITREP from Martin Wyndham,South-eastern Asia,4.71878,97.931785,0,0,0,0,0,0,0,0,0,0,0
2015,5,Eastern Africa,Eastern Africa,Madagascar,8,Comoros to Mayotte,Nosy Be (Northern Madagascar),LINFO.re,Eastern Africa,-13.3150186,48.259261,0,0,0,0,0,0,0,0,0,0,0
2015,5,Eastern Africa (P),Eastern Africa,Unknown,1,Horn Africa to Yemen,"Kismayo, Somalia",Mixed Migration Monitoring Mechanism Initative (4mi),Eastern Africa,-0.353821,42.545288,0,0,0,0,0,0,0,0,0,0,0
2015,5,Eastern Africa (P),North Africa,Unknown,1,Central America to US,"Brega, Libya",Mixed Migration Monitoring Mechanism Initative (4mi),Northern Africa,30.410095,19.569885,0,0,0,0,0,0,0,0,0,0,0
2015,5,South-eastern Asia,Southeast Asia,"Bangladesh,Myanmar",47,Afghanistan to Iran,"Rakhine State, Myanmar",Press TV,South-eastern Asia,19.810093,93.987843,0,0,0,0,0,0,0,0,0,0,0
2015,5,South-eastern Asia,Southeast Asia,Myanmar,106,Horn Africa to Yemen,28 abandoned human trafficking camps scattered along a 50 km (30 mile) stretch of the Malaysia border with Thailand (Wang Kelian site),Various - Anadolu Agency,South-eastern Asia,6.672991,100.178973,0,0,0,0,0,0,0,0,0,0,0
2015,5,South-eastern Asia,Southeast Asia,"Bangladesh,Myanmar",2,Horn Africa to Yemen,Indonesia,IOM Indonesia,South-eastern Asia,13.498141,89.487406,0,0,0,0,0,0,0,0,0,0,0
2015,5,Latin America / Caribbean (P),Central America,Unknown,1,Central America to US,"Ramos Arizpe. On way to Nuevo Laredo, Tamaulipas, Mexico",El Siglo,Central America,27.4688428,-99.557493,0,0,0,0,0,0,0,0,0,0,0
2015,5,Caribbean,South America,Cuba,1,Darien Gap,"Turbo, Urabá, Antioquía, Colombia",Diario de Cuba & El Colombiano,South America,8.086946369,-76.728381,0,0,0,0,0,0,0,0,0,0,0
2015,5,Latin America / Caribbean (P),Central America,Unknown,1,Central America to US,"La Rumorosa, Baja California, Mexico",El mexicano.com,Central America,32.602038,-116.079468,0,0,0,0,0,0,0,0,0,0,0
2015,6,South-eastern Asia,Southeast Asia,Myanmar,60,Horn Africa to Yemen,Bay of Bengal and Andaman Sea,UNHCR,South-eastern Asia,10.010819,94.999996,0,0,0,0,0,0,0,0,0,0,0
2015,6,Central America,Central America,Honduras,1,Central America to US,"Ciudad Serdán near Puebla, Mexico",Munipicios,Central America,18.971129,-97.443327,0,0,0,0,0,0,0,0,0,0,0
2015,6,Latin America / Caribbean (P),Central America,Unknown,3,Central America to US,"Sonora, Mexico",Ariete Caborca,Central America,29.3766625,-113.982346,0,0,0,0,0,0,0,0,0,0,0
2015,6,Western Africa,Central America,Ghana,5,Darien Gap,"Darien Gap, Río Turquesa, Bajo Chiquito, Panama",Ghana Web and Critica.com,Central America,7.7387116,-77.986971,0,0,0,0,0,0,0,0,0,0,0
2015,6,Central America,Central America,Honduras,1,Central America to US,"Venustiano Carranza Avenue. Colony Rubén Jaramillo, Monterrey, Mexico",Noticiero Televisa,Central America,25.695667,-100.329018,0,0,0,0,0,0,0,0,0,0,0
2015,6,Eastern Africa,Europe,Mozambique,1,English Channel to the UK,"Heathrow Airport, UK (en route from Johannesburg, South Africa)",The Guardian,Northern Europe,51.47115,-0.456487,0,0,0,0,0,0,0,0,0,0,0
2015,6,Eastern Africa (P),Eastern Africa,Unknown,2,Horn Africa to Yemen,Mozambique,Mixed Migration Monitoring Mechanism Initative (4mi),Eastern Africa,-18.563171,35.002686,0,0,0,0,0,0,0,0,0,0,0
2015,6,Eastern Africa (P),Eastern Africa,Unknown,1,Horn Africa to Yemen,"Jigiga, Ethiopia",Mixed Migration Monitoring Mechanism Initative (4mi),Eastern Africa,9.355286,42.795288,0,0,0,0,0,0,0,0,0,0,0
2015,6,Central America,Central America,"El Salvador,Guatemala",9,Central America to US,"Municipality of Jalapa. About 55 km south east of Villahermosa, Tabasco while crossing the San Marcos River, Mexico",El Universo,Central America,17.7212,-92.8139,0,0,0,0,0,0,0,0,0,0,0
2015,7,Latin America / Caribbean (P),Central America,Unknown,1,Central America to US,"in train car in Apizaco, Tlaxcala",Cinco Radio,Central America,19.421016,-98.142549,0,0,0,0,0,0,0,0,0,0,0
2015,7,Central America,Central America,"Guatemala,Honduras",2,Central America to US,"Highway near San Dionisio del Mar, San Francisco Ixhuatan, Istmo de Tehuantepec, Oaxaca, Mexico",El Universal,Central America,16.357811,-94.758468,0,0,0,0,0,0,0,0,0,0,0
2015,7,Central America,Central America,"Guatemala,Honduras",2,Central America to US,"General Hospital Ixtepec, Oaxaca, Mexico",El Heraldo Honduras,Central America,17.1602655,-97.33124,0,0,0,0,0,0,0,0,0,0,0
2015,7,Eastern Africa (P),Eastern Africa,Unknown,1,Comoros to Mayotte,"In the sea near Mombassa, Kenya",Mixed Migration Monitoring Mechanism Initative (4mi),Eastern Africa,-4.047485,39.756104,0,0,0,0,0,0,0,0,0,0,0
2015,7,Latin America / Caribbean (P),Central America,Unknown,1,Central America to US,"La Cofradía, Tlajomulco, Jalisco, Mexico",TV Azteca Jalisco,Central America,20.056657,-104.098026,0,0,0,0,0,0,0,0,0,0,0
2015,8,Caribbean,South America,Cuba,1,Darien Gap,"Off shores of Acandí, Gulf of Urabá, Chocó, Colombia",El Colombiano,South America,8.510109,-77.27898,0,0,0,0,0,0,0,0,0,0,0
2015,8,Latin America / Caribbean (P),Central America,Unknown,1,Central America to US,"On a ranch near town of Trincheras, Sonora, Mexico",Infonogales,Central America,30.39808,-111.534296,0,0,0,0,0,0,0,0,0,0,0
2015,8,Central America,Central America,Honduras,1,Central America to US,"Huichapan, Hidalgo, Mexico",Tiempo,Central America,20.373733,-99.646352,0,0,0,0,0,0,0,0,0,0,0
2015,8,Latin America / Caribbean (P),Central America,Unknown,1,Central America to US,"Bocas, San Luis Potosi, Mexico",La Policiaca,Central America,22.443927,-101.074437,0,0,0,0,0,0,0,0,0,0,0
2015,8,Eastern Africa (P),North Africa,Unknown,1,Sahara Desert crossing,"Between Al Qadarif and Metama, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),Northern Africa,13.599487,35.630127,0,0,0,0,0,0,0,0,0,0,0
2015,8,Western Asia,Western Asia,Syrian Arab Republic,10,Turkey-Europe land route,"Turkish province of Balıkesir, presumably en route to coastal town of Ayvalık",Hurriyet Daily News,Western Asia,39.315282,26.690483,0,0,0,0,0,0,0,0,0,0,0
2015,8,Central America,Central America,Nicaragua,1,Central America to US,"Chahuites, Oaxaca, Mexico",Dario Marca,Central America,15.716666,-96.483329,0,0,0,0,0,0,0,0,0,0,0
2015,8,Latin America / Caribbean (P),Central America,Unknown,1,Central America to US,"Near Leon, Guanujuato, Mexico",Informativo Agora,Central America,21.003405,-101.514199,0,0,0,0,0,0,0,0,0,0,0
2015,8,Eastern Africa (P),North Africa,Unknown,2,Central America to US,"Sinai, Egypt",Mixed Migration Monitoring Mechanism Initative (4mi),Northern Africa,30.753479,33.122681,0,0,0,0,0,0,0,0,0,0,0
2015,8,Central America,Central America,Unknown,19,Central America to US,"State of Puebla, Mexico",El Popular,Central America,18.082037,-97.920056,0,0,0,0,0,0,0,0,0,0,0
2015,8,South-eastern Asia,Southeast Asia,Myanmar,24,Horn Africa to Yemen,"human trafficking camp in the state of Perlis, Malaysia near the Thai border",BBC,South-eastern Asia,6.44491,100.205,0,0,0,0,0,0,0,0,0,0,0
2015,8,Western Asia,Europe,"Afghanistan,Iraq,Syrian Arab Republic,Unknown",71,Central Mediterranean,"On A4 motorway, just outside of Vienna, Austria","BBC, Europol",Western Europe,48.2081743,16.373819,0,0,0,0,0,0,0,0,0,0,0
2015,8,Unknown,North Africa,Unknown,1,Central America to US,"Sirte, Libya",MHub,Northern Africa,31.199373,16.596383,0,0,0,0,0,0,0,0,0,0,0
2015,9,Latin America / Caribbean (P),Central America,Unknown,1,Central America to US,"Train tracks, Km. 575-600 Navojoa – Obregón Highway, Sonora, Mexico",Periodico Se manalo Frontera,Central America,27.6897876,-110.069709,0,0,0,0,0,0,0,0,0,0,0
2015,9,Southern Asia,Southeast Asia,Indonesia,61,Horn Africa to Yemen,Off the west coast of Malaysia,ABC,South-eastern Asia,4.155698697,103.447934,0,0,0,0,0,0,0,0,0,0,0
2015,9,Latin America / Caribbean (P),Central America,Unknown,1,Central America to US,"5 km before Sanchez Station, Nuevo Laredo, Mexico",LMTenEspañol,Central America,27.4779362,-99.549573,0,0,0,0,0,0,0,0,0,0,0
2015,9,Unknown,Europe,Unknown,1,English Channel to the UK,"Schiphol airport, Amsterdam, Netherlands. Plane departed from Nairobi, Kenya.",Reuters,Western Europe,52.3105386,4.768274,0,0,0,0,0,0,0,0,0,0,0
2015,9,Eastern Africa (P),Eastern Africa,Unknown,1,Sahara Desert crossing,"Between Metema, Ethiopia and Khartoum, Sudan",Mixed Migration Monitoring Mechanism Initative (4mi),Eastern Africa,13.798889,34.848694,0,0,0,0,0,0,0,0,0,0,0
2015,9,Eastern Africa (P),Eastern Africa,Unknown,1,Horn Africa to Yemen,"Near Qardho, Puntland State, Somalia",Mixed Migration Monitoring Mechanism Initative (4mi),Eastern Africa,8.4055964,48.475394,0,0,0,0,0,0,0,0,0,0,0
2015,9,Eastern Africa (P),Eastern Africa,Unknown,1,Sahara Desert crossing,"Metema, Ethiopia",Mixed Migration Monitoring Mechanism Initative (4mi),Eastern Africa,12.951111,36.155518,0,0,0,0,0,0,0,0,0,0,0
2015,9,Eastern Africa (P),Eastern Africa,Unknown,1,Horn Africa to Yemen,"Isiolo, Kenya",Mixed Migration Monitoring Mechanism Initative (4mi),Eastern Africa,0.355713,37.583313,0,0,0,0,0,0,0,0,0,0,0
2015,9,Eastern Africa (P),Eastern Africa,Unknown,1,Horn Africa to Yemen,"Dhobley, Somalia",Mixed Migration Monitoring Mechanism Initative (4mi),Eastern Africa,5.147458,41.705795,0,0,0,0,0,0,0,0,0,0,0
2015,9,Latin America / Caribbean (P),Central America,Unknown,1,Central America to US,"Tecamac, State of Mexico, Mexico - 100 metres from the México-Pachuca Highway, at roughly kilometer 39.","Red accion, A Fondo Mexico ",Central America,19.7114371,-99.059241,0,0,0,0,0,0,0,0,0,0,0
